DATAFLOW,LAST UPDATE,freq,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FI,2015,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FI,2016,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FI,2017,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FI,2018,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FI,2019,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FI,2020,3,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FR,2011,94,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FR,2012,99,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FR,2013,111,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FR,2014,99,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FR,2015,89,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FR,2016,83,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FR,2017,83,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FR,2018,79,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FR,2019,126,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,FR,2020,66,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HR,2011,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HR,2012,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HR,2013,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HR,2014,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HR,2015,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HR,2016,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HR,2017,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HR,2018,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HR,2019,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HR,2020,12,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HU,2011,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HU,2012,10,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HU,2013,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HU,2014,10,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HU,2015,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HU,2016,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HU,2017,12,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HU,2018,10,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HU,2019,12,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,HU,2020,9,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IE,2011,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IE,2012,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IE,2013,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IE,2014,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IE,2015,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IE,2016,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IE,2017,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IE,2018,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IE,2019,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IE,2020,7,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IS,2011,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IS,2012,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IS,2013,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IS,2014,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IS,2015,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IS,2016,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IS,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IS,2018,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IS,2019,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IS,2020,2,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IT,2011,67,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IT,2012,64,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IT,2013,47,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IT,2014,61,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IT,2015,73,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IT,2016,63,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IT,2017,45,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IT,2018,71,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IT,2019,50,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,IT,2020,56,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LT,2011,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LT,2012,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LT,2013,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LT,2014,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LT,2015,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LT,2016,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LT,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LT,2018,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LT,2019,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LT,2020,2,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LU,2011,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LU,2012,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LU,2013,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LU,2014,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LU,2015,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LU,2016,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LU,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LU,2018,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LU,2019,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LU,2020,0,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LV,2011,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LV,2012,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LV,2013,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LV,2014,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LV,2015,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LV,2016,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LV,2017,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LV,2018,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LV,2019,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,LV,2020,0,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,MT,2011,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,MT,2012,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,MT,2013,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,MT,2014,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,MT,2015,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,MT,2016,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,MT,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,MT,2018,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,MT,2019,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,MT,2020,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NL,2011,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NL,2012,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NL,2013,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NL,2014,3,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NL,2015,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NL,2016,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NL,2017,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NL,2018,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NL,2019,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NL,2020,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NO,2011,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NO,2012,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NO,2013,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NO,2014,7,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NO,2015,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NO,2016,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NO,2017,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NO,2018,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NO,2019,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,NO,2020,4,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PL,2011,38,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PL,2012,25,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PL,2013,27,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PL,2014,22,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PL,2015,26,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PL,2016,22,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PL,2017,19,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PL,2018,16,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PL,2019,13,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PL,2020,16,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PT,2011,17,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PT,2012,15,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PT,2013,11,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PT,2014,10,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PT,2015,12,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PT,2016,11,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PT,2017,10,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PT,2018,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PT,2019,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,PT,2020,10,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,RO,2011,14,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,RO,2012,12,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,RO,2013,13,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,RO,2014,15,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,RO,2015,11,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,RO,2016,18,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,RO,2017,16,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,RO,2018,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,RO,2019,14,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,RO,2020,10,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SE,2011,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SE,2012,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SE,2013,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SE,2014,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SE,2015,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SE,2016,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SE,2017,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SE,2018,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SE,2019,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SE,2020,7,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SI,2011,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SI,2012,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SI,2013,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SI,2014,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SI,2015,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SI,2016,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SI,2017,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SI,2018,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SI,2019,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SI,2020,3,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SK,2011,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SK,2012,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SK,2013,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SK,2014,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SK,2015,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SK,2016,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SK,2017,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SK,2018,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SK,2019,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,SK,2020,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,UK,2011,30,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,UK,2012,18,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,UK,2013,32,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,UK,2014,23,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,UK,2015,24,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,UK,2016,16,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,UK,2017,28,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F43,UK,2018,18,
