DATAFLOW,LAST UPDATE,freq,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,MT,2013,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,MT,2014,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,MT,2015,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,MT,2016,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,MT,2017,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,MT,2018,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,MT,2019,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,MT,2020,3,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NL,2011,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NL,2012,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NL,2013,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NL,2014,2,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NL,2015,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NL,2016,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NL,2017,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NL,2018,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NL,2019,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NL,2020,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NO,2011,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NO,2012,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NO,2013,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NO,2014,3,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NO,2015,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NO,2016,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NO,2017,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NO,2018,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NO,2019,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,NO,2020,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PL,2011,35,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PL,2012,32,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PL,2013,25,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PL,2014,19,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PL,2015,24,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PL,2016,15,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PL,2017,25,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PL,2018,18,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PL,2019,16,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PL,2020,19,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PT,2011,28,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PT,2012,25,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PT,2013,24,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PT,2014,21,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PT,2015,25,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PT,2016,14,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PT,2017,23,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PT,2018,13,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PT,2019,17,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,PT,2020,21,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,RO,2011,36,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,RO,2012,39,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,RO,2013,27,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,RO,2014,35,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,RO,2015,36,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,RO,2016,32,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,RO,2017,29,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,RO,2018,22,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,RO,2019,33,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,RO,2020,29,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SE,2011,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SE,2012,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SE,2013,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SE,2014,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SE,2015,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SE,2016,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SE,2017,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SE,2018,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SE,2019,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SE,2020,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SI,2011,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SI,2012,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SI,2013,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SI,2014,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SI,2015,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SI,2016,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SI,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SI,2018,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SI,2019,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SI,2020,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SK,2011,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SK,2012,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SK,2013,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SK,2014,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SK,2015,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SK,2016,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SK,2017,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SK,2018,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SK,2019,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,SK,2020,3,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,UK,2011,16,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,UK,2012,23,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,UK,2013,14,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,UK,2014,23,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,UK,2015,16,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,UK,2016,17,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,UK,2017,17,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,UK,2018,12,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,AT,2011,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,AT,2012,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,AT,2013,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,AT,2014,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,AT,2015,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,AT,2016,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,AT,2017,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,AT,2018,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,AT,2019,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,AT,2020,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BE,2011,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BE,2012,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BE,2013,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BE,2014,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BE,2015,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BE,2016,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BE,2017,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BE,2018,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BE,2019,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BE,2020,2,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BG,2011,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BG,2012,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BG,2013,11,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BG,2014,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BG,2015,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BG,2016,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BG,2017,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BG,2018,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BG,2019,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,BG,2020,8,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CH,2011,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CH,2012,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CH,2013,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CH,2014,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CH,2015,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CH,2016,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CH,2017,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CH,2018,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CH,2019,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CH,2020,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CY,2011,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CY,2012,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CY,2013,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CY,2014,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CY,2015,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CY,2016,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CY,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CY,2018,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CY,2019,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CY,2020,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CZ,2011,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CZ,2012,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CZ,2013,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CZ,2014,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CZ,2015,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CZ,2016,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CZ,2017,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CZ,2018,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CZ,2019,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,CZ,2020,11,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DE,2011,14,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DE,2012,22,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DE,2013,18,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DE,2014,25,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DE,2015,22,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DE,2016,14,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DE,2017,17,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DE,2018,23,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DE,2019,19,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DE,2020,16,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DK,2011,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DK,2012,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DK,2013,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DK,2014,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DK,2015,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DK,2016,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DK,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DK,2018,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DK,2019,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,DK,2020,2,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EE,2011,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EE,2012,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EE,2013,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EE,2014,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EE,2015,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EE,2016,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EE,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EE,2018,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EE,2019,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EE,2020,0,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EL,2011,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EL,2012,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EL,2013,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EL,2014,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EL,2015,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EL,2016,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EL,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EL,2018,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EL,2019,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EL,2020,4,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,ES,2011,13,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,ES,2012,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,ES,2013,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,ES,2014,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,ES,2015,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,ES,2016,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,ES,2017,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,ES,2018,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,ES,2019,5,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,ES,2020,6,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU15,2011,102,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU15,2012,82,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU15,2013,71,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU15,2014,90,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU15,2015,83,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU15,2016,87,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU15,2017,76,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU15,2018,82,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2007,2011,168,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2007,2012,153,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2007,2013,136,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2007,2014,143,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2007,2015,134,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2007,2016,130,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2007,2017,116,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2007,2018,123,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2020,2011,163,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2020,2012,157,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2020,2013,136,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2020,2014,140,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2020,2015,130,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2020,2016,124,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2020,2017,107,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2020,2018,121,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2020,2019,116,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU27_2020,2020,102,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU28,2011,170,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU28,2012,159,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU28,2013,141,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU28,2014,145,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU28,2015,138,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU28,2016,136,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU28,2017,116,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,EU28,2018,125,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FI,2011,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FI,2012,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FI,2013,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FI,2014,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FI,2015,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FI,2016,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FI,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FI,2018,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FI,2019,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FI,2020,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FR,2011,25,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FR,2012,14,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FR,2013,12,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FR,2014,19,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FR,2015,15,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FR,2016,18,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FR,2017,15,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FR,2018,14,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FR,2019,19,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,FR,2020,8,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HR,2011,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HR,2012,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HR,2013,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HR,2014,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HR,2015,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HR,2016,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HR,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HR,2018,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HR,2019,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HR,2020,3,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HU,2011,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HU,2012,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HU,2013,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HU,2014,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HU,2015,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HU,2016,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HU,2017,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HU,2018,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HU,2019,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,HU,2020,8,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IE,2011,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IE,2012,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IE,2013,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IE,2014,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IE,2015,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IE,2016,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IE,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IE,2018,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IE,2019,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IE,2020,3,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IS,2011,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IS,2012,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F42,IS,2013,0,
