DATAFLOW,LAST UPDATE,freq,nace_r2,indic_sb,size_emp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,HU,2019,65129,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,HU,2020,66758,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IE,2011,19032,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IE,2012,16912,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IE,2013,17198,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IE,2014,19251,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IE,2015,21179,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IE,2016,25229,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IE,2017,29398,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IE,2018,31651,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IE,2019,34880,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IE,2020,33900,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IS,2015,4489,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IS,2016,5767,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IS,2017,6789,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IS,2018,7088,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IS,2019,7260,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IS,2020,6578,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IT,2011,321109,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IT,2012,298671,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IT,2013,253933,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IT,2014,227870,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IT,2015,216563,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IT,2016,210781,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IT,2017,202942,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IT,2018,200511,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IT,2019,203237,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,IT,2020,209625,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LT,2011,39309,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LT,2012,40681,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LT,2013,42284,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LT,2014,44645,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LT,2015,45185,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LT,2016,42878,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LT,2017,41558,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LT,2018,41790,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LT,2019,42777,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LT,2020,41990,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LU,2011,12067,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LU,2012,11847,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LU,2013,11829,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LU,2014,11920,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LU,2015,12104,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LU,2016,12424,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LU,2017,12804,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LU,2018,13439,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LU,2019,14075,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LU,2020,14820,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LV,2011,17715,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LV,2012,20206,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LV,2013,21081,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LV,2014,24555,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LV,2015,21220,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LV,2016,19195,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LV,2017,20475,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LV,2018,22333,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LV,2019,22916,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,LV,2020,21517,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MK,2011,9871,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MK,2012,10261,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MK,2013,10236,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MK,2014,10188,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MK,2015,10702,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MK,2016,11660,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MK,2017,11863,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MK,2018,,c
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MK,2019,10984,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MT,2011,3441,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MT,2012,3092,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MT,2013,3052,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MT,2014,2725,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MT,2015,3081,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MT,2016,3269,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MT,2017,2832,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MT,2018,3117,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MT,2019,3946,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,MT,2020,4226,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NL,2011,107372,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NL,2012,99005,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NL,2013,88100,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NL,2014,80161,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NL,2015,78007,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NL,2016,79407,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NL,2017,83688,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NL,2018,87752,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NL,2019,92220,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NL,2020,94164,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NO,2011,63336,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NO,2012,67478,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NO,2013,70648,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NO,2014,73100,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NO,2015,74000,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NO,2016,76414,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NO,2017,80236,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NO,2018,82986,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NO,2019,83243,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,NO,2020,82152,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PL,2011,247481,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PL,2012,227173,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PL,2013,194098,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PL,2014,193616,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PL,2015,199362,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PL,2016,207282,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PL,2017,209185,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PL,2018,251708,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PL,2019,256587,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PL,2020,257386,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PT,2011,163453,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PT,2012,131941,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PT,2013,116693,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PT,2014,113847,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PT,2015,115795,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PT,2016,119673,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PT,2017,125299,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PT,2018,133304,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PT,2019,146251,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,PT,2020,151937,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RO,2011,190611,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RO,2012,183138,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RO,2013,167337,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RO,2014,163953,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RO,2015,170374,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RO,2016,168836,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RO,2017,167861,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RO,2018,174293,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RO,2019,199257,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RO,2020,218436,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RS,2016,18525,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RS,2017,19885,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RS,2018,21644,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RS,2019,24016,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,RS,2020,25529,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SE,2011,80996,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SE,2012,80258,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SE,2013,78776,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SE,2014,79771,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SE,2015,83601,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SE,2016,88579,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SE,2017,95880,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SE,2018,105324,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SE,2019,102988,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SE,2020,95326,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SI,2011,17919,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SI,2012,15227,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SI,2013,13323,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SI,2014,12433,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SI,2015,12546,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SI,2016,12255,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SI,2017,12608,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SI,2018,13927,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SI,2019,15246,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SI,2020,15027,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SK,2011,26970,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SK,2012,23940,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SK,2013,21824,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SK,2014,24428,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SK,2015,25936,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SK,2016,22841,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SK,2017,25400,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SK,2018,25710,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SK,2019,25724,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,SK,2020,23404,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,UK,2011,365938,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,UK,2012,348265,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,UK,2013,343512,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,UK,2014,379372,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,UK,2015,368436,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,UK,2016,372410,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,UK,2017,423960,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,UK,2018,427841,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,AL,2019,13202,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,AL,2020,12842,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,AT,2011,37159,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,AT,2012,36572,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,AT,2013,34438,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,AT,2014,33188,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,AT,2015,31427,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,AT,2016,28890,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,AT,2017,29539,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,AT,2018,33030,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,AT,2019,35168,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,AT,2020,35952,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BA,2011,11597,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BA,2012,12502,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BA,2013,11363,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BA,2014,12031,e
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BA,2015,11095,e
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BA,2016,10474,e
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BA,2017,10588,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BA,2018,10975,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BA,2019,11880,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BA,2020,12304,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BE,2011,27909,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BE,2012,29524,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BE,2013,27780,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BE,2014,28317,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BE,2015,27323,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BE,2016,26421,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BE,2017,32093,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BE,2018,33784,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BE,2019,36444,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BE,2020,33673,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BG,2011,41424,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BG,2012,39725,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BG,2013,38998,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BG,2014,41377,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BG,2015,42214,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BG,2016,36134,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BG,2017,33559,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BG,2018,34260,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BG,2019,36112,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,BG,2020,35722,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CY,2011,2468,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CY,2012,2085,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CY,2013,1572,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CY,2014,1301,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CY,2015,1068,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CY,2016,1213,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CY,2017,1264,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CY,2018,1222,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CY,2019,1337,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CY,2020,1330,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CZ,2011,62330,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CZ,2012,60876,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CZ,2013,57783,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CZ,2014,56507,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CZ,2015,56758,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CZ,2016,56259,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CZ,2017,54984,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CZ,2018,54838,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CZ,2019,54953,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,CZ,2020,56705,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,DE,2011,188539,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,DE,2012,193758,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F42,V16130,TOTAL,DE,2013,195356,
